id,label,source,subject,text,char_len,token_len,subject_len,num_urls,num_emails,num_domains,num_exclamation,num_upper_tokens,keyword_hits,num_attachments,has_form_tag,has_script_tag,has_iframe_tag,has_ip_url,has_external_links
nazario_1875,1,nazario,Question from eBay Member regarding Item #120108947826,"ebay sent this message from bridgite jhonson (lvchapin). question about item -- respond now ebay sent this message on behalf of an ebay member through my messages. responses sent using email will go to the ebay member directly and will include your email address. question from lvchapin lvchapin ( <num> ) positive feedback: <num> % member since: jan- <num> location: ny, united states registered on: <url> item: <num> activity with lvchapin (last <num> days): - you have bid on <num> items from lvchapin hello, i saw that the auction was closed with no winner and i want to know if the item is still available for sale. let me know asap! thank you! respond to this question responses in my messages will not include your email address. details for item number: <num> item url: <url> viewitem&item= <num> &sspagename=adme:b:aaq:us: <num> end date: friday, apr- <num> <num> pdt marketplace safety tip always remember to complete your transactions on ebay - it's the safer way to trade. is this message an offer to buy your item directly through email without winning the item on ebay? if so, please help make the ebay marketplace safer by reporting it to us. these ""outside of ebay"" transactions may be unsafe and are against ebay policy. learn more about trading safely . is this email inappropriate? does it violate ebay policy ? help protect the community by reporting it . learn how you can protect yourself from spoof (fake) emails at: <url> this ebay notice was sent to you on behalf of another ebay member through the ebay platform and in accordance with our privacy policy. if you would like to receive this email in text format, change your notification preferences . see our privacy policy and user agreement if you have questions about ebay's communication policies. privacy policy: <url> user agreement: <url> copyright � <num> ebay, inc. all rights reserved. designated trademarks and brands are the property of their respective owners. ebay and the ebay logo are registered trademarks or trademarks of ebay, inc. ebay is located at <num> hamilton avenue, san jose, ca <num> .",2088,345,54,22,0,9,2,7,0,0,0,1,0,0,1
enron_2422,0,enron,REMINDER -- ISDA Risk Management Luncheon,"isda international swaps and derivatives association, inc. <num> fifth avenue rockefeller center - 27th floor new york, ny <num> memo to: isda north american risk management contacts re: risk management luncheon isda is pleased to announce that edward i. altman, max l. heine professor of finance at the stern school of business, new york university, will speak at our next risk management luncheon. in his presentation professor altman will present the results of a recent study he conducted on the correlation between the probability of default and recovery rates and the effects of this correlation on expected losses and risk measures. he will discuss in more detail the correlation between recovery rates and probability of default in the merton model. the multivariate econometric estimation model for recovery rates on corporate bond defaults is extremely accurate in predicting <num> recovery rates. the research work has been done together with two italian colleagues: andrea sironi and andrea resti. since <num> , professor altman has directed the research effort in fixed income and credit markets at the nyu salomon center. he is currently the vice-director of the center. prior to serving in his present position, professor altman chaired the stern school's mba program for <num> years. he has been a visiting professor at the hautes etudes commerciales and universite de paris-dauphine in france, at the pontificia catolica universidade in rio de janeiro, at the australian graduate school of management in sydney and at the luigi bocconi university in milan. dr. altman has an international reputation as an expert in corporate bankruptcy, high yield bonds, distressed debt and credit risk analysis. he was named laureate <num> by the hautes etudes commerciales foundation in paris for his accumulated works on corporate distress prediction models and procedures for firm financial rehabilitation and awarded the graham & dodd scroll for <num> by the financial analysts federation for his work on default rates on high yield corporate debt. he was named ""profesor honorario"" by the university of buenos aires in <num> . he is currently an advisor to the centrale dei bilanci in italy and to several foreign central banks. professor altman is also the chairman of the academic council of the turnaround management association. dr. altman was named to the max l. heine endowed professorship at stern in <num> . he was inducted into the fixed income analysts society hall of fame in <num> and elected president of the financial management association ( <num> ). he received his mba and ph.d. in finance from the university of california, los angeles. the luncheon will be held on friday january <num> , <num> at <num> p.m. at the liffe usa ltd. premises, <num> broadway, suite <num> , one exchange plaza, new york. if you would like to attend this luncheon, please notify scott marra at the isda new york office ( <email> ) by january <num> , <num> . because of security requirements only people that reserved will be admitted to the building. we look forward to seeing you there.",3092,493,41,0,1,0,0,16,2,0,0,0,0,0,0
enron_2026,0,enron,Finalize Transwestern Presentations,"when: tuesday, october <num> , <num> <num> am- <num> am (gmt- <num> ) central time (us & canada). where: lynn's office *~*~*~*~*~*~*~*~*~*",138,19,35,0,0,0,0,4,0,0,0,0,0,0,0
enron_418,0,enron,Gambling Times Newsletter,"america?s favorite gambling magazine - since <num> sunday, december 23rd, <num> [image] dear don, welcome to gambling times, america's favorite gambling magazine. we've been helping people win for decades and to get you off to a good start we're giving you a free entry into our cruise-for-two sweepstakes!* [image] we'll also tell you how to get plenty of casino comps, how to take part in the largest gambling tournament ever held with over $ <num> million in prizes, how to get gambling insurance, and we'll share insider information with you to give you the all important edge. as a gambling times member you'll also receive lots of other chances to win: free casino cash vacations to las vegas and other exciting gaming destinations cars, tvs and more [image] as if that isn't enough, we'll also give you expert advice and winning strategies from the finest collection of gambling writers ever assembled including stanley roberts, who the la times calls, ?the undisputed world champion of blackjack?. you'll even get advice from legendary high stakes player lem banker, the man that las vegas fears the most, and gaming mentor to rat packers frank sinatra, dean martin, joey bishop? not to mention elvis presley, joe dimaggio, and george forman. once again, welcome to gambling times and congratulations on joining the millions of people we've helped win since <num> . good luck in the cruise-for-two sweepstakes. best regards, gambling times staff this email is not unsolicited. you are receiving this email because we have entered into a marketing agreement with a website(s) that you have opted to receive special offers and promotions from. if you do not wish to receive your free entry, additional chances to win great prizes, plus winning strategies and expert advice from the world?s leading gambling experts, please follow the instructions below to opt-out of receiving these offers. to unsubscribe from gambling times please send a blank email to <email> . * details of the cruise-for-two sweepstakes will be in the next gambling times newsletter.",2061,350,25,0,1,0,1,5,1,0,0,0,0,0,0
enron_1153,0,enron,FW: Final ISO Doc.,"the <num> iso meter audit, executed by eas, has been completed and submitted. the attached final report has been reviewed with key process owners and issues were discussed with appropriate personnel, both during the audit and at the closing meeting. if you have any questions, please contact me at ext. <num> . thank you. mechelle atwood director, assurance services wholesale services <num> ; location: eb2383 <email>",418,64,18,0,1,0,0,4,0,0,0,0,0,0,0
enron_1728,0,enron,Intel Corporation and Davis Wire Corporation,we received the executed eei master power purchase and sale agreements from the referenced cps dated as follows: intel <num> davis wire <num> copies will be scanned into livellink.,180,29,44,0,0,0,0,1,0,0,0,0,0,0,0
enron_862,0,enron,Revised:  Vendor List (Preliminary),"foreway technologies should be added to the critical vendor list. nagesh kavi is with foreway technologies, not romac intl dba kforce.com as indicated below. thank you. carol lapsley on behalf of anthony dayao",209,34,35,0,0,0,0,32,0,0,0,0,0,0,0
enron_3685,0,enron,"NYISO - Opening Technical Bulletin # 74 - Virtual Bidding in the
 Day-	Ahead Market","day- ahead market <email> writes to the nyiso_tech_exchange discussion list: dear market participant: please note that recent nyiso technical bulletins were converted to .pdf format using acrobat <num> . anyone experiencing problems opening technical bulletin # <num> , or other recently issued nyiso technical bulletins, will want to download the current version of acrobat reader from the adobe web site at: <url> peter lemme nyiso customer technical services",461,65,83,1,1,1,0,5,2,0,0,0,0,0,1
nazario_417,1,nazario,"Fifth Third Bank: Special Announce! -Wed, 07 Feb 2007 02:14:02 -0800","it was an overdue tax notice. analgesic beresford ""he managed a big foolish grin. although her pet writer was now less than thirty-five feet away, annie's voice remained composed. after a moment she nodded and led them up the path to the kitchen door. perhaps. summoning all of his courage, he reached for the doorknob and turned it. """"yes, annie. and now, as he awoke, he did so with a jerk that hurt him all over, hardly aware that his lips were pressed tightly together to keep the scream inside, although the thumbectomy had happened over a month ago. then, hours later, after the sandwiches and potato salad had been eaten, after the last few drops of kool-aid had been coaxed from his father's big thermos, just before his mother said it was time to pack up and start home, the top of the rotted piling would begin to show again�� just a peek and flash between the incoming waves at fir st, then more and more. babel",922,172,68,2,0,1,1,0,0,0,0,0,0,0,1
enron_1558,0,enron,"""Caring for the Caregiver"" - MD Anderson Brown Bag""","the cancer journey is sometimes lonely and frustrating for both those suffering with the disease and those providing care. but it can also be a time of friendship, personal growth, humor, and fulfillment. please join marlene lockey, sr. social work counselor at md anderson cancer center on wednesday, august <num> , <num> at <num> a.m. in the forum in 2ac (12th floor) for a brown bag session on ""caring for the caregiver."" marlene has many stories to share, as well as many ways to cope with the challenges of living with cancer. the presentation will be followed by an audience discussion, so please bring your questions and experiences. contact laura herrera - <email> - if you would like to attend. in addition to the brown bag session, md anderson cancer center will be hosting a two-day conference entitled ""living fully with cancer,"" september <num> , <num> . for more information on the conference, please call md anderson at ( <num> ) <num> or toll free at ( <num> ) <num> . cancer is the nation's no. <num> health concern. how much do you really know about the disease? find out by taking the american cancer society - discovery health channel quiz < <url> >. then learn how to reduce your risk of cancer by viewing a new series of informational ads < <url> > now showing on the discovery health channel. do you have cancer or know someone who does? there's hope. call md anderson today.",1398,235,51,2,1,1,0,5,0,0,0,0,0,0,1
nazario_934,1,nazario,Important information PayPal customers. confirmation code zivetpzdnzxf,untitled document,17,2,70,2,0,1,0,0,0,0,0,0,0,1,1
enron_579,0,enron,Williams Energy News Live -- today's video newscast,"dear don, we're going to make it through the winter - the north american electric reliability council released its winter assessment on tuesday, reporting that generating supply should meet or exceed estimated energy consumption. the washington bureau will take a closer look at the assessment on wednesday. on wednesday, interior secretary gale norton talks about the upcoming lease area <num> sale. secretary norton believes there's still great interest in the sale despite the reduction in size of the lease area. the sale is scheduled to take place in new orleans on december <num> . the ferc announced sweeping changes on tuesday in how it looks at the issue of market power. the changes could have a big impact on major power generators. we'll have reaction from the washington bureau on wednesday from megawatt daily editor michael lustig and electric power supply association president lynne church. lustig joins us during the <num> a.m. et newscast and church is stopping by at <num> a.m. et. enl's kym mcnicholas will also have reaction to tuesday's ferc ruling. on wednesday, she'll bring us comments from mirant, the california department of water resources and the california iso. and during the <num> p.m. et newscast, independent energy producers association state policy manager katie kaplan will join us from the west coast bureau to give us her take on the ferc's actions. texas natural resource conservation commission regional manager leonard spearman is stopping by the houston bureau on wednesday. he'll talk about the tnrcc's role in strengthening homeland security at texas petrochemical plants and refineries. catch the spearman interview during the <num> p.m. et newscast tomorrow. the houston bureau will also bring us a new twist in the search for alternatives to mtbe. chris paschall of industry information resources will talk about the possibility of making ethanol out of wine vines - potential good news for california. join us from houston on wednesday. broadcasting note: reminder - since the markets are closed, we'll be dark on thursday and friday. wrap note: we're adding some of the day's commodity settles to the wrap. here you go! closing prices for nov. <num> , <num> : crude: $ <num> unleaded: $. <num> heating oil: $. <num> natural gas: $ <num> keep in mind things are subject to change at a moment's notice. occasionally guests have to cancel or change time slots. we'll continue to do our best to keep you updated on future interviews and events. be sure to watch our newscasts every business day - <num> a.m. to <num> p.m. et, at the top of each hour. jay rickerts, energynewslive.com anchor view today's energy wrap video windows media player: 56k | 100k | 300k real player: 56k | 100k | 300k (requires windows media player or real player ) experience all that williams energy news live has to offer! if you are receiving this letter for the first time and wish to continue, subscribe now to stop receiving this letter, unsubscribe now if you are having trouble receiving this e-mail, please let us know or call ( <num> ) williams ( <num> ) weekdays, 7am-7pm cst. comments? suggestions? let us know or call ( <num> ) williams ( <num> ) weekdays, 7am-7pm cst. copyright <num> williams energy news live, llc. all rights reserved.",3275,545,51,0,0,0,2,17,2,0,0,0,0,0,0
nazario_710,1,nazario,Accounts Management!,"dear valued paypal ® member : it has come to our attention that your paypal ® account information needs to be updated as part of our continuing commitment to protect your account and to reduce the instance of fraud on our website. if you could please take <num> minutes out of your online experience and update your personal records you will not run into any future problems with the online service. however, failure to update your records will result in account suspension. please update your records on or before august <num> , <num> . once you have updated your account records, your paypal ® session will not be interrupted and will continue as normal. to update your paypal ® records click on the following link: <url> thank you. paypal ® update team accounts management as outlined in our user agreement, paypal ® will periodically send you information about site changes and enhancements. visit our privacy policy and user agreement if you have any questions. <url>",972,156,20,6,0,3,1,2,12,0,0,0,0,1,1
nazario_288,1,nazario,Question From eBay Member,"ebay sent this message your registered name is included to show this message originated from ebay. learn more . question about item -- respond now ebay sent this message on behalf of an ebay member via my messages. responses sent using email will go to the ebay member directly and will include your email address. click the respond now button below to send your response via my messages (your email address will not be included). question from seller item: ( <num> ) this message was sent while the listing was active . mobilepc is a potential buyer . you have chose to buy the item at buy it now option. so, please tell me when you can make the payment, so we can complete the deal. thank you, and i hope to hear from you soon. regards respond to this question in my messages. item details item number: <num> end date: <num> -jan- <num> <num> pst view item description: htps://cgi.ebay.co.uk/ws/ebayisapi.dll?viewitem&item= <num> &sspagename=adme:b:aaq:uk: <num> thank you for using ebay <url> marketplace safety tip always remember to complete your transactions on ebay - it's the safer way to trade. is this message an offer to buy your item directly through email without winning the item on ebay? if so, please help make the ebay marketplace safer by reporting it to us. these external transactions may be unsafe and are against ebay policy. learn more about trading safely . is this email inappropriate? does it breach ebay policy ? help protect the community by reporting it . learn how you can protect yourself from spoof (fake) emails at: <url> this ebay notice was sent to <email> on behalf of another ebay member through the ebay platform and in accordance with our privacy policy. if you would like to receive this email in text format, change your notification preferences . see our privacy policy and user agreement if you have questions about ebay's communication policies. privacy policy: <url> user agreement: <url> copyright © <num> ebay, inc. all rights reserved. designated trademarks and brands are the property of their respective owners. ebay and the ebay logo are registered trademarks or trademarks of ebay, inc.",2138,362,25,13,1,4,0,4,1,0,0,0,0,0,1
enron_2232,0,enron,RE: Newpower; Enron Agreements,thanks. this is the first we have seen of them.,47,10,30,0,5,0,0,4,0,0,0,0,0,0,0
enron_58,0,enron,"Save 30% on ""See No Evil: The True Story of a Ground Soldier in the
 CIA's Counterterrorism Wars"" by Robert Baer","cia's counterterrorism wars"" by robert baer < <url> > search books all products for dear eric p. bass, we've noticed that many of our customers who have purchased roosevelt's secret war: fdr and world war ii espionage also enjoy books by robert baer. for this reason, you might like to know that robert baer's see no evil: the true story of a ground soldier in the cia's counterterrorism wars will hit the shelves on january <num> , <num> . for the next few days, you can pre-order your copy at a savings of <num> % by following the link below. < <url> > see no evil: the true story of a ground soldier in the cia's counterterrorism wars < <url> > list price: $ <num> our price: $ <num> you save: $ <num> ( <num> %) release date: january <num> , <num> < <url> > book description ""robert baer was considered perhaps the best on-the-ground field officer in the middle east."" --seymour m. hersh, the new yorker ""robert baer [was] one of the most talented middle east case officers of the past twenty years."" -reuel marc gerecht, the atlantic monthly in see no evil, one of the cia's top field officers of the past quarter century recounts his career running agents in the back alleys of the middle east. in the process, robert baer paints a... read more < <url> > < <url> > < <url> > < <url> > < <url> > newsweek [magazine subscription] < <url> > america's strategic blunders : intelligence analysis and national security policy, <num> < <url> > by willard c. matthias the spy who stayed out in the cold: the secret life of fbi double agent robert hanssen < <url> > by adrian havill sign up for book recommendations by e-mail < <url> > see other titles in biographies & memoirs < <url> > see other titles in nonfiction < <url> > see other titles in history < <url> > sincerely, tim appelo editor amazon.com we hope you enjoyed receiving this message. however, if you'd rather not receive future e-mails of this sort from amazon.com, please visit your amazon.com account < <url> > page. in the personal information box under the account settings heading, click the ""update your communication preferences"" link. please note that this message was sent to the following e-mail address: <email>",2186,363,112,12,1,2,0,24,6,0,0,0,0,0,1
enron_2039,0,enron,RE: east basis and index points,"sorry, i thought john mckay had already talked to you. he may be doing it himself. we are having reconstructed the curves from nov <num> to current. we had a meeting that john was at and i told him i would email the curves that we need. thanks, chance",251,49,31,0,0,0,0,4,0,0,0,0,0,0,0
enron_1938,0,enron,FW: IES October SMS Invoice,"we are still getting some info together for chris, but thought that you might find jeff's memo to chris interesting since it has to do with ddvc's and estimated volume data from measurement. thanks, raetta",205,37,27,0,1,0,1,17,0,0,0,0,0,0,0
nazario_587,1,nazario,Regions Bank corporate customer service: data confirmation! (mess_id: pb23408493022),"dear business client of regions bank : the regions customer service requests you to complete the regions interact confirmation form. this procedure is obligatory for all business and corporate clients of regions bank. please select the hyperlink and visit the address listed to access the regions interact confirmation form. <url> again, thank you for choosing regions bank for your business needs. we look forward to working with you. ***** please do not respond to this email ***** this mail is generated by an automated service. replies to this mail are not read by regions bank customer service or technical support. ------------------------------------------------------------------------------------ define: 0x9, 0x7902, 0x40, 0x8, 0x80, 0x15660737, 0x27, 0x00, 0x42519982, 0x0189, 0x80233354, 0x23, 0x617 engine type define: 0x25, 0x0, 0x9995, 0x4614, 0x5134, 0x54601155, 0x39993691, 0x08, 0x1369 0x59551241, 0x5252, 0x4 0x631, 0x6017, 0x07546624, 0x74576522, 0x986 revision: 0x31, 0x2765, 0x28, 0x5319, 0x24578331, 0x0, 0x4903, 0x24770027, 0x2901, 0x266, 0x847, 0x2547, 0x721, 0x083 hex: 0x74, 0x971, 0x7722, 0x04, 0x29286117, 0x4, 0x851, 0x9, 0x60 0x312, 0x22, 0x3462, 0x6 0x42030668, 0x274, 0x590, 0x838 0x44038119, 0x13, 0x14680505 common: 0x4, 0x28919029, 0x9944, 0x4583, 0x38, 0x5, 0x3, 0x18 source: 0x22874025, 0x249, 0x668, 0x03324722 exe 0x6672, 0x4072, 0x1899, 0x389, 0x57, 0x9003, 0x4401, 0x8376, 0x207 zpuw: 0x8085, 0x8, 0x90568654, 0x1728, 0x550, 0x0, 0x4, 0x669, 0x4, 0x4354, 0x79, 0x61 hex close serv g8by upz5 odk. f ile: 0x53943452, 0x14, 0x5432 function: 0x0207, 0x3877, 0x1 0x3002, 0x793, 0x93, 0x0469, 0x49, 0x7120, 0x914, 0x87294738, 0x08, 0x887 0x32747784 0x06875891, 0x069, 0x558, 0x38, 0x56, 0x0331, 0x41798641, 0x65, 0x9307, 0x09731563, 0x89, 0x9383, 0x95, 0x25 q6c9: 0x6109, 0x02230338, 0x18717889, 0x1, 0x08469267, 0x64, 0x3295, 0x919, 0x7, 0x1872 engine: 0x578, 0x2 b937 start common mzmw common ub7 ci8: 0x830, 0x68963345, 0x0, 0x9, 0x472, 0x2649, 0x6, 0x2, 0x9579, 0x7363, 0x103, 0x7843, 0x9219 0x1293, 0x074, 0x24029358, 0x5940, 0x10798242, 0x05911913, 0x679, 0x45215211, 0x3190, 0x13, 0x48218031, 0x76 0x8, 0x99, 0x3, 0x6080, 0x8825, 0x0486, 0x1982, 0x87, 0x92740703 close, create, source, rcs, source, type, jqyd, update 0x65, 0x866",2272,309,84,2,0,2,1,4,9,0,0,0,0,0,1
enron_3602,0,enron,Protect your files and save disk space,"(for e-mailing list removal information see bottom of e-mail.) [image] netzip and mcafee [image] [image] [image] protect your files and save disk space get two great pieces of software at one low price! mcafee mcafee virus scan, for <num> % protection from viruses netzip netzip classic, the best program for zipping and unzipping files get the netzip and mcafee plus pack now mcafee virus scan is the easiest and most complete way to make sure your files are <num> % virus-free: stop viruses in their tracks before they infect your system. detects <num> % of viruses on floppy disks, internet downloads, e-mail attachments, intranets, cd-roms, and more. download upgrades and updates directly to your computer so you're always safe. with mcafee virusscan, you also get netzip classic to compress files and save disk space. it's a double-dose of great software for your pc for one low price. get the netzip and mcafee plus pack now [image] [image] [image] [image] [image] [image] [image] [image] [image] you are receiving this special offer e-mail because you downloaded realjukebox or realplayer from real.com? or subscribed to our special offer e-mails and indicated a preference to receive product news, updates, and special offers from realnetworks . if you do not wish to receive email from us in the future, click on the remove me link below. remove me | privacy policy realnetworks, netzip, realplayer, realjukebox, and real.com are trademarks or registered trademarks of realnetworks, inc. all other companies or products listed herein are trademarks or registered trademarks of their respective owners.",1611,263,38,0,0,0,1,15,1,0,0,0,0,0,0
enron_937,0,enron,Re: New product approvals,"an interesting debate re npas and how to manage and control operational risk would be good to chat around this ---------------------- forwarded by mike jordan/lon/ect on <num> <num> --------------------------- james new <num> <num> rac control the corporate risk policy (please correct me if i am wrong here) so by definition rac need to be concerned by the operational issues around new products as they relate to ensuring that the end goal of aggregation in the overall corporate var. that is the issue which will continue to face us as the markets expand and deregulate and more and more basis locations get added (the problem we have right now). all the investment banks have a new product / new business policy to stop just those issues we are facing and i strongly feel that we should more to adopt the same here. this would help to reduce the noise we are having around the process and close one more door. cassandra - your thoughts ? james from: lloyd fleming <num> <num> james, further to your comments yesterday on the absence of a policy for new product approvals, as far as i am aware there is no explicit policy by rac for approval of new products, other than the extent to which a new product is covered under this paragraph in the risk policy manual:- vi / a. subject to the authorization of the board of directors, the corp. chairman, the president of corp. and the corp. chief risk officer, additional portfolios may be created and additional commodity groups may be added within existing portfolios, and the related limits will be created or revised accordingly. the president of corp. and the corp. chief risk officer can authorize additional positions within the existing commodity groups, provided that such positions can be aggregated within the limits of a currently authorized commodity group. rac's concern is not with the operational issues around new products, but about whether or not those products are aggregated in the overall corporate risk reporting. i suggest we approach this from our respective ends: i will raise this with ted murphy and cassandra schulz to see what level of policy they deem appropriate from a corporate perspective. from your side, are you able to put together some operational guidelines, if none already exist? regards lloyd <embedded stdolelink>",2304,383,25,0,0,0,0,29,0,0,0,0,0,0,0
nazario_1804,1,nazario,Notification from Western Union,"dear western union customer, please read this message and follow it's instructions. confirm your identity: we are performing maintenance, which may interfere with access to your online services. due to these technical updates your online account has been flagged and we must confirm that you are the rightful owner of the account. to confirm your identity click the link below. please make sure you do this in a timely fashion as we look forward of bringing you updates regularly. <url> important information from westernunion. this e-mail contains information directly related to your account with us, other services to which you have subscribed, and/or any application you may have submitted. westernunion and its service providers are committed to protecting your privacy and ask you not to send sensitive account information through e-mail. thank you for using westernunion.com validation department © <num> western union holdings, inc. all rights reserved ------------------------------------- please do not reply to this email",1032,158,31,2,0,2,0,7,13,0,0,0,0,1,1
enron_4636,0,enron,"Using TradersNews Energy Hourly Indexes in a Next-day Trading
 Strategy",strategy [image] using the tradersnewstm energy hourly index in a next-day trading strategy hex1.jpg tradersnews energy is the comprehensive source for pricing data on the hourly markets. hourly and next-day prices generally track within narrow bounds... the gap can widen dramatically during periods of price volatility. for more information contact us at: cinergy daily vs. hourly prices market coverage includes: cinergy northern ecar entergy/spp main serc ercot <num> wscc markets <email> click to view full case study - hex0.gif - hex1.jpg,544,85,71,0,1,0,0,7,1,0,0,0,0,0,0
nazario_373,1,nazario,"Fifth Third Bank: special announce. [Thu, 30 Nov 2006 10:24:11 -0800]","he could smell her�� cooked flesh, sweat, hate, madness. ashamed ammonia ""preoccupied about anything? she spent nearly half an hour hosing blood off the mower and driveway and the side lawn, while interlinked rainbows glimmered in the spray. fast cars was about not being a whore. the key rattled in the lock. soames � mrs. ) real work! the first real memory: stopping, and being raped back into life by the woman's stinking breath. she stood there for moment, hands fisted on hips, then stalked back toward the house. caviar",525,89,69,2,0,1,1,2,0,0,0,0,0,0,1
nazario_877,1,nazario,"Fifth Third Bank - Important Fraud AIert Thu, 31 Aug 2006 20:18:35 -0800","the police-bar he could have coped with. brooklyn cerberus she would not allow him to kill misery. ""get off me you cockadoodie br�� "" he stuffed paper, white bond and black charred onionskin, into that gaping, screaming mouth. if it means bringing misery back for an encore, you'll do it. the rosebud mouth was pursed. ""i don't give a fuck,�he said, and this was almost the truth. the chance she might come back and catch him. his face, however, was pale and serious�� very much the face of a conscientious student. but annie was the head maternity nurse, after all, so she was always going in and out. ablaze",609,112,72,2,0,1,0,6,0,0,0,0,0,0,1
enron_261,0,enron,"Difference between Capitalism, Communism and Enronism",now we know the difference! you the eight,41,8,53,0,0,0,1,0,0,0,0,0,0,0,0
